SQ_CANDIDATO;CD_SG_UF;CD_TP_AGREMIACAO;CD_PARTIDO;CD_DS_NACIONALIDADE;CD_SG_UF_NASCIMENTO;NR_IDADE_DATA_POSSE;CD_DS_GENERO;CD_DS_GRAU_INSTRUCAO;CD_DS_ESTADO_CIVIL;CD_DS_COR_RACA;CD_DS_OCUPACAO;CD_ST_REELEICAO;CAT_CANDIDATO_A_PRESIDENTE;CAT_CANDIDATO_A_GOVERNADOR;CD_DS_PORTE;NR_IDADE_PARTIDO_2018;CD_DS_ESPECTRO_POLITICO;CD_DS_POSICIONAMENTO_IDEOLOGICO;CD_CAT_LEGALIZACAO_CANNABIS;CD_CAT_ESTATUTO_DESARMAMENTO;CD_CAT_DESCRIMINALIZACO_ABORTO;CD_CAT_CASAMENTO_LGBT;CD_CAT_REDUCAO_MAIORIDADE_PENAL;CD_CAT_PRIVATIZACOES_EMPRESAS_PUBLICAS;CD_CAT_COTAS_UNIVERSIDADES;CD_CAT_EDUCACAO_SEXUAL_GENERO_EM_ESCOLAS;CD_CAT_MISTURA_ENTRE_POLITICA_RELIGAO;CD_CAT_MILITARISMO;CD_CAT_RURALISMO;CD_CAT_TRABALHISMO;ANO_ELEICAO;TOTAL_FILIADOS;TOTAL_VALOR_BENS;SCORE;TOTAL_VALOR_DESPESAS;PUB_MKT;QT_VOTOS_NOMINAIS_TOTAL
170000616975;16;1;45;2;16;44;2;6;1;2;101;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;34374;0;0;3995.6;3742;1419
170000616993;16;1;45;2;16;43;2;6;1;4;49;1;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;34374;0;0;1049290.97;491562.54;20026
170000616996;16;1;45;2;16;36;1;6;1;2;60;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;34374;0;0;301731.35;175313.17;1289
180000604118;17;1;45;2;17;29;2;3;4;4;61;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;22680;0;0;54804.05;11848;3002
180000604119;17;1;45;2;17;54;1;6;2;2;101;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;22680;0;0;134208.12;66051.59;5988
180000604120;17;1;45;2;17;56;1;4;1;5;25;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;22680;0;0;5439.6;4900;513
180000604121;17;1;45;2;17;36;2;7;4;4;124;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;22680;0;0;114367.55;33065;2956
180000629777;17;1;45;2;17;34;2;1;2;4;42;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;22680;0;0;3210;500;663
190000000893;19;1;45;2;25;53;2;6;1;2;49;1;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;1178526.3;0;2428592.92;709058.69;106398
190000000894;19;1;45;2;19;48;1;3;1;2;56;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;602.5;202.5;387
190000000895;19;1;45;2;19;27;2;7;4;2;69;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;1352.5;952.5;387
190000000896;19;1;45;2;19;49;2;3;4;2;82;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;3690;1290;435
190000000897;19;1;45;2;19;26;2;4;4;5;124;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;14000;0;1352.5;952.5;429
190000000898;19;1;45;2;19;49;1;3;1;2;187;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;2162.5;1762.5;1490
190000000899;19;1;45;2;19;27;1;4;5;5;56;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;400;0;83
190000000900;19;1;45;2;19;36;2;7;1;4;124;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;12105;3405;1906
190000000901;19;1;45;2;19;50;2;3;1;2;41;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;400;0;1233
190000000902;19;1;45;2;19;27;2;3;4;2;147;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;1352.5;952.5;381
190000000903;19;1;45;2;19;51;1;6;4;4;88;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;1555;1155;528
190000000904;19;1;45;2;19;35;2;2;4;4;190;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;400;0;2138
190000000905;19;1;45;2;19;30;2;6;1;4;131;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;53360;0;3200;0;144
190000000908;19;1;45;2;19;46;2;6;4;2;61;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;94436;0;14483.41;9833.66;607
190000000909;19;1;45;2;19;51;2;6;1;2;64;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;1197232.52;0;16755.73;16326.99;1503
190000000910;19;1;45;2;19;58;2;6;4;2;2;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;432706.2;0;621287.52;117540.46;16624
190000000911;19;1;45;2;19;47;1;3;2;2;56;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;1352.5;952.5;331
190000000912;19;1;45;2;19;55;1;6;4;2;137;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;1352.5;952.5;462
190000000914;19;1;45;2;19;45;1;6;1;4;124;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;1352.5;952.5;433
190000000915;19;1;45;2;19;21;2;7;4;2;69;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;1352.5;952.5;672
190000000917;19;1;45;2;8;38;1;1;1;2;52;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;400;0;298
190000000919;19;1;45;2;26;70;2;6;1;2;101;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;348940;0;121652.66;100325.78;3483
190000000920;19;1;45;2;19;43;2;6;1;4;94;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;400;0;1458
190000000921;19;1;45;2;19;49;1;6;1;2;157;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;46926.63;0;84460;3300;7037
190000000922;19;1;45;2;19;44;2;6;1;2;155;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;2920.22;0;77365.5;36537.17;4793
190000000923;19;1;45;2;19;52;1;3;2;2;46;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;45000;0;400;0;315
190000000924;19;1;45;2;19;52;2;6;3;2;2;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;1671.18;1219.5;416
190000000925;19;1;45;2;19;62;2;3;2;2;61;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;675;675;527
190000000926;19;1;45;2;19;53;2;6;4;2;124;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;123514.56;0;1021.7;360;225
190000000927;19;1;45;2;19;30;2;3;1;2;41;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;2305;1905;1370
190000000943;19;1;45;2;19;42;1;3;2;4;41;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;400;0;1922
190000000944;19;1;45;2;19;22;1;3;4;4;124;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;400;0;686
190000000945;19;1;45;2;20;58;1;6;4;4;42;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;1352.5;952.5;378
190000000946;19;1;45;2;19;30;2;6;1;2;2;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;49500;0;31155;2015;2924
190000000947;19;1;45;2;19;46;1;3;1;4;155;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;0;0;312
190000000966;19;1;45;2;23;44;2;6;4;2;2;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;4600;4200;10506
190000000969;19;1;45;2;19;40;1;6;4;5;49;1;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;1717897.92;0;230353;108668;34288
190000000970;19;1;45;2;19;50;2;1;1;5;41;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;400;0;337
190000003243;19;1;45;2;19;58;1;3;1;4;99;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;0;0;143
190000003270;19;1;45;2;19;48;2;3;1;4;15;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;0;0;400;0;1023
190000003296;19;1;45;2;19;47;2;6;4;2;2;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;80289;1301337.48;0;8023;7600;580
190000603410;19;1;45;2;19;51;1;6;4;5;2;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;10328.34;4190;643
190000603411;19;1;45;2;19;45;2;6;1;2;124;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;1350;850;1105
190000603412;19;1;45;2;19;46;1;3;1;4;9;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;19994;480;590
190000603413;19;1;45;2;19;37;2;3;1;4;61;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;499;480;1683
190000603414;19;1;45;2;19;37;2;6;1;5;2;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;53080.56;19525;6892
190000603415;19;1;45;2;26;74;2;6;1;2;101;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;21683.2;21670;936
190000603416;19;1;45;2;19;47;2;6;1;4;94;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;36200;0;792
190000603417;19;1;45;2;19;55;2;6;4;2;57;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;99510;97673.45;1662
190000603418;19;1;45;2;19;52;2;6;1;2;2;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;84084.3;33958;1884
190000603419;19;1;45;2;23;43;1;3;4;2;46;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;5000;584;140
190000603420;19;1;45;1;19;58;2;6;1;2;57;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;200295.59;90388;2668
190000603421;19;1;45;2;8;32;2;7;1;2;61;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;104286.61;82004.35;4700
190000603422;19;1;45;2;19;44;1;6;1;2;186;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;19938;1890;759
190000603423;19;1;45;2;19;55;1;3;1;2;124;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;41155.65;10470;2625
190000603424;19;1;45;2;25;57;2;6;1;2;49;1;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;167;1142023.32;384732.3;50374
190000603425;19;1;45;2;19;38;2;3;4;2;131;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;0;0;774
190000603426;19;1;45;2;19;40;2;6;1;2;2;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;50000;8955;2217
190000603427;19;1;45;2;19;69;1;7;2;4;185;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;8035.9;2336;198
190000603428;19;1;45;2;19;52;2;6;1;2;105;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;49892.15;27891.53;2556
190000603429;19;1;45;2;19;51;2;4;4;4;41;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;0;563.89;0;964
190000603430;19;1;45;1;19;70;1;7;5;2;188;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;80289;0;67;338518.62;119045;37366
200000000138;20;1;45;2;20;51;2;6;1;4;57;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;21213;1217570.85;38;835689.52;266450.52;81534
200000611412;20;1;45;2;20;55;2;6;1;4;57;1;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;21213;0;86;1830976.97;1571987.45;59961
210000000666;23;1;45;2;23;33;2;6;4;2;61;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;0;0;5571;5271;2507
210000000667;23;1;45;2;23;59;2;6;2;2;2;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;673000;0;44625.05;42420.6;2867
210000000668;23;1;45;2;5;57;2;3;4;4;61;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;0;0;7150;6250;86
210000000669;23;1;45;2;23;79;2;1;1;2;15;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;1470000;0;10945.5;8317.85;211
210000000670;23;1;45;2;23;43;2;6;4;2;2;1;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;302163.05;17;2000924.69;480645.39;119375
210000000671;23;1;45;2;23;53;1;6;1;2;61;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;994355.16;0;80674.07;52579.17;21329
210000000672;23;1;45;2;23;36;2;6;1;2;2;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;0;0;40318.13;17061;2126
210000000673;23;1;45;2;23;53;1;3;1;2;56;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;0;0;9652.7;7083.5;2640
210000000674;23;1;45;2;26;70;1;6;2;2;57;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;449591.6;167;817443.06;235373.5;71794
210000000675;23;1;45;2;23;62;2;1;1;2;15;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;24800;0;12237.8;7400;1328
210000000676;23;1;45;2;23;44;2;6;1;2;2;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;808454;0;219021.76;132089.99;22839
210000000677;23;1;45;2;23;78;2;6;4;2;2;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;2299125.18;0;46659.88;35734.5;2823
210000000678;23;1;45;2;23;35;1;6;1;2;25;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;0;0;9092.56;6850;1155
210000000679;23;1;45;2;23;76;1;6;1;2;49;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;437419.18;0;97582.19;42327.74;15920
210000000680;23;1;45;2;23;30;2;2;4;5;124;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;6000;0;11143.4;10180;1188
210000000681;23;1;45;2;23;42;2;2;4;2;125;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;0;0;9150;8250;1087
210000000682;23;1;45;2;23;41;1;3;4;2;124;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;0;0;7150;6250;1601
210000000683;23;1;45;2;23;64;2;7;1;2;161;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;91477;470000;0;8650;7250;685
210000604795;23;1;45;2;23;32;2;6;4;2;188;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;91477;0;29;175478.21;92913;74789
210000604796;23;1;45;2;23;54;1;6;1;2;61;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;91477;0;0;20888.66;300;3670
210000604797;23;1;45;2;23;56;2;6;4;2;64;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;91477;0;0;92849.8;46660;17424
210000604798;23;1;45;2;23;56;1;6;1;2;61;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;91477;0;0;182594.79;134693.07;25005
210000604799;23;1;45;2;23;40;2;6;1;2;188;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;91477;0;0;78652.82;22200.95;6364
210000604800;23;1;45;2;26;74;1;6;2;2;49;1;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;91477;0;14;2008500;370615.58;37549
210000604801;23;1;45;2;23;37;2;7;1;2;49;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;91477;0;14;1216518.12;424648.09;114346
220000000028;21;1;45;2;6;61;2;6;1;4;2;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;16009;348610.34;0;10000;6390;1002
220000000030;21;1;45;2;26;28;1;6;4;2;101;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;16009;497883.84;1900;892646.99;398449;60324
220000000031;21;1;45;2;26;55;1;6;1;2;2;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;16009;265000;0;52013.03;17190;4906
220000000032;21;1;45;2;12;45;1;3;4;2;61;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;16009;295000;0;34193.1;1270;205
220000609734;21;1;45;2;26;32;1;6;4;4;101;1;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;16009;0;1433;2333857.11;1050155.44;38776
220000609741;21;1;45;2;3;41;1;7;1;4;61;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;16009;0;0;0;0;33
230000000271;22;1;45;2;23;74;2;3;1;2;61;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;4920;926359;0;16230.38;9396;920
230000000272;22;1;45;2;10;57;2;6;1;2;1;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;4920;13.93;0;7988.8;240;436
230000000273;22;1;45;2;22;30;1;6;1;2;142;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;4920;2041673.01;100;769180.85;350180;35555
230000604570;22;1;45;2;6;46;2;6;4;4;156;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;4920;0;0;89948;51948;1201
230000604571;22;1;45;2;19;41;1;3;4;2;124;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;4920;0;0;34301.05;20300;338
230000604572;22;1;45;2;3;46;1;3;1;4;124;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;4920;0;0;44959.8;44906;155
230000604573;22;1;45;2;10;51;2;1;2;4;124;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;4920;0;0;244895.05;213044.7;2375
230000604574;22;1;45;2;22;34;1;6;2;2;49;1;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;4920;0;900;2307236.86;1973247;12129
240000000464;24;1;45;2;24;33;2;6;2;2;61;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;97715;0;0;11232.69;6942.54;6236
240000000465;24;1;45;2;24;35;2;6;1;2;64;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;97715;143730.38;0;11435.05;8835.05;2359
240000000467;24;1;45;2;18;42;2;3;1;2;41;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;97715;39800;0;13147.85;5827.85;3769
240000000468;24;1;45;2;24;42;1;6;1;2;1;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;97715;391576.15;8;179793.63;131071.5;52757
240000000469;24;1;45;2;24;47;2;6;1;2;1;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;97715;508901.64;0;188526.55;131816.55;9890
240000000470;24;1;45;2;26;33;2;7;4;2;124;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;97715;34900;0;36914.05;28695.05;13191
240000000471;24;1;45;2;23;57;2;6;1;2;49;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;97715;2356578.85;25;561356.37;295711.35;135042
240000000473;24;1;45;2;24;48;2;6;1;2;61;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;97715;340749;0;208985.91;162558.4;15084
240000000589;24;1;45;2;24;47;2;6;3;2;16;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;97715;188200;0;63750;35450.5;4900
240000000619;24;1;45;2;19;44;2;1;4;5;61;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;97715;0;0;0;0;695
240000000620;24;1;45;2;24;64;2;6;4;2;2;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;97715;2419000;0;0;0;2939
240000000667;24;1;45;2;24;31;2;6;4;2;124;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;97715;0;0;2800;300;1359
240000000674;24;1;45;2;24;41;1;6;1;2;42;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;97715;0;0;2604.64;1799.55;1657
240000609625;24;1;45;2;24;44;2;6;1;2;131;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;0;60135.09;12055;1067
240000609626;24;1;45;2;24;46;1;6;1;2;49;1;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;25;2049442.9;1045469.3;101937
240000609627;24;1;45;2;24;35;1;6;4;2;61;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;0;50013.55;870;734
240000609628;24;1;45;2;23;29;1;6;4;2;69;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;0;30211.06;7630;814
240000609629;24;1;45;2;24;61;2;6;1;2;61;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;0;115795.39;106853.99;5640
240000609630;24;1;45;2;24;34;2;6;1;2;61;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;0;276699.41;95837;14224
240000609631;24;1;45;2;23;58;2;6;1;2;2;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;0;99869.4;9244.4;4709
240000609632;24;1;45;2;24;35;2;3;4;2;61;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;0;80484.7;37889;3350
240000609633;24;1;45;2;24;44;1;3;2;5;124;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;0;24877.98;300;1142
240000609634;24;1;45;2;23;60;2;6;3;2;64;1;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;17;1232092.84;513150.21;71528
240000609635;24;1;45;2;24;61;2;6;3;2;101;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;0;231422.22;138285.2;14462
240000609636;24;1;45;2;24;61;1;6;1;2;61;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;33;176000;65848;24626
240000609637;24;1;45;2;24;31;2;6;4;2;101;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;0;92027.77;37066.82;5139
240000609638;24;1;45;2;24;39;2;6;2;2;155;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;0;86013.95;52941;2596
240000609639;24;1;45;2;24;46;2;3;1;2;61;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;33;65242.1;33438.5;19389
240000609640;24;1;45;2;18;59;2;6;1;2;101;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;0;0;0;4605
240000609641;24;1;45;2;24;47;1;6;1;2;77;0;1;0;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2018;97715;0;0;235265.3;43644.9;11723
250000001317;26;1;45;2;26;34;2;6;1;2;49;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;291751;126886.74;11;3533342.39;1654743.11;352708
250000001318;26;1;45;2;26;64;2;6;1;2;49;1;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;291751;2534980.56;0;2181877.04;883019.23;148449
250000001319;26;1;45;2;26;57;2;6;1;2;31;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;291751;477554.59;0;406480.36;166740.59;77793
250000001320;26;1;45;2;26;46;2;6;1;2;188;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;291751;751099.24;0;2572493.53;1825017.25;113949
250000001321;26;1;45;2;26;31;1;6;4;2;49;1;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;291751;727200;11;2714931.58;920099.45;178606
250000001322;26;1;45;2;26;62;2;6;1;2;2;1;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;291751;3243954.4;11;1728140.95;1171635.79;233806
250000001323;26;1;45;2;26;50;2;6;2;2;64;1;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;291751;1659920.93;11;4431336.56;1207173.69;254051
250000001324;26;1;45;2;26;47;2;3;3;2;41;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;291751;557441.1;0;19084.54;2849;4284
250000001325;26;1;45;2;26;38;2;3;1;2;24;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;291751;0;0;0;0;1517
250000001326;26;1;45;2;26;68;2;6;1;2;49;1;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;291751;8404268.25;0;1960707.49;954313.72;175310
250000001327;26;1;45;2;26;54;1;6;4;2;124;0;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;291751;184000;0;9015;7471.5;2669
250000001328;26;1;45;2;26;47;1;6;4;2;49;1;1;1;1;21;1;2;1;3;5;1;1;1;1;3;2;2;1;2;2014;291751;3556883.21;22;1640961.84;437302.11;155143
